"No.","Time","Source","Destination","Protocol","Length","Info"
"188","5.329612","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","74","23317  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"189","5.331449","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","591","Client Hello"
"190","5.334829","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","309","Application Data"
"191","5.334829","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","147","Application Data"
"192","5.334876","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14209 Ack=1901 Win=2054 Len=0"
"193","5.335524","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"194","5.335568","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"195","5.335593","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=14209 Ack=1971 Win=2058 Len=0"
"196","5.335835","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"197","5.336081","142.250.184.98","192.168.1.64","QUIC","1292","Protected Payload (KP0)"
"198","5.336081","142.250.184.98","192.168.1.64","QUIC","825","Protected Payload (KP0)"
"199","5.336081","142.250.184.98","192.168.1.64","QUIC","139","Protected Payload (KP0)"
"200","5.336081","142.250.184.98","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"201","5.336400","192.168.1.64","142.250.184.98","QUIC","120","Handshake, DCID=ceb04ff2bca3bdef"
"202","5.336467","192.168.1.64","142.250.184.98","QUIC","75","Protected Payload (KP0), DCID=ceb04ff2bca3bdef"
"203","5.347592","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","216","[TCP Spurious Retransmission] 443  >  23263 [PSH, ACK] Seq=1 Ack=160 Win=280 Len=142"
"204","5.347903","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","[TCP Dup ACK 185#1] 23263  >  443 [ACK] Seq=234 Ack=6240 Win=514 Len=0 SLE=1 SRE=143"
"205","5.348436","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Spurious Retransmission] 443  >  23263 [PSH, ACK] Seq=143 Ack=160 Win=280 Len=1220"
"206","5.348436","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23317 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"207","5.348436","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Spurious Retransmission] 443  >  23263 [PSH, ACK] Seq=1363 Ack=160 Win=280 Len=1220"
"208","5.348436","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Spurious Retransmission] 443  >  23263 [ACK] Seq=2583 Ack=160 Win=280 Len=1220"
"209","5.348492","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","[TCP Dup ACK 185#2] 23263  >  443 [ACK] Seq=234 Ack=6240 Win=514 Len=0 SLE=143 SRE=1363"
"210","5.348585","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","[TCP Dup ACK 185#3] 23263  >  443 [ACK] Seq=234 Ack=6240 Win=514 Len=0 SLE=1363 SRE=3803"
"211","5.348720","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","[TCP Spurious Retransmission] 443  >  23263 [PSH, ACK] Seq=3803 Ack=160 Win=280 Len=1220"
"212","5.348720","2a00:1450:4002:406::2001","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23263 [ACK] Seq=6240 Ack=234 Win=280 Len=0"
"213","5.348739","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:406::2001","TCP","86","[TCP Dup ACK 185#4] 23263  >  443 [ACK] Seq=234 Ack=6240 Win=514 Len=0 SLE=3803 SRE=5023"
"214","5.350884","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","451","Application Data"
"215","5.350968","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","2576","Application Data"
"216","5.357114","142.250.184.98","192.168.1.64","QUIC","162","Protected Payload (KP0)"
"217","5.357114","142.250.184.98","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"218","5.357114","142.250.184.98","192.168.1.64","QUIC","433","Protected Payload (KP0)"
"219","5.357327","192.168.1.64","142.250.184.98","QUIC","75","Protected Payload (KP0), DCID=ceb04ff2bca3bdef"
"220","5.357452","192.168.1.64","142.250.184.98","QUIC","77","Protected Payload (KP0), DCID=ceb04ff2bca3bdef"
"221","5.359841","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1971 Ack=14248 Win=1962 Len=0"
"222","5.362956","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"223","5.364788","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","443  >  23317 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"224","5.364788","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","443  >  23317 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"225","5.364821","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","74","23317  >  443 [ACK] Seq=518 Ack=3661 Win=131584 Len=0"
"226","5.365451","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","443  >  23317 [PSH, ACK] Seq=3661 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"227","5.365451","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","1294","443  >  23317 [ACK] Seq=4881 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"228","5.365451","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","779","Application Data"
"229","5.365477","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","74","23317  >  443 [ACK] Seq=518 Ack=6806 Win=131584 Len=0"
"230","5.365986","142.251.209.34","192.168.1.64","QUIC","125","Protected Payload (KP0)"
"231","5.366204","192.168.1.64","142.251.209.34","QUIC","77","Protected Payload (KP0), DCID=6e20d06ead03931a"
"232","5.367432","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"233","5.368822","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1971 Ack=14625 Win=1971 Len=0"
"234","5.369637","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1971 Ack=15845 Win=1981 Len=0"
"235","5.369881","142.251.209.34","192.168.1.64","QUIC","125","Protected Payload (KP0)"
"236","5.370051","192.168.1.64","142.251.209.34","QUIC","77","Protected Payload (KP0), DCID=6e20d06ead03931a"
"237","5.370524","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1971 Ack=17065 Win=1990 Len=0"
"238","5.370681","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=1971 Ack=17127 Win=1990 Len=0"
"239","5.370772","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"240","5.373094","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","148","Change Cipher Spec, Application Data"
"241","5.373225","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","172","Application Data"
"242","5.373322","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","847","Application Data"
"243","5.377957","142.250.184.98","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"244","5.387569","142.251.209.34","192.168.1.64","QUIC","67","Protected Payload (KP0)"
"245","5.387958","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","920","Application Data, Application Data"
"246","5.388151","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","105","Application Data"
"247","5.388238","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","74","23317  >  443 [ACK] Seq=1463 Ack=7683 Win=130816 Len=0"
"248","5.388398","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","105","Application Data"
"249","5.392206","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","432","Application Data"
"250","5.392206","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","1202","Application Data"
"251","5.392324","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TCP","74","23317  >  443 [ACK] Seq=1494 Ack=9169 Win=131584 Len=0"
"252","5.392920","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.3","113","Application Data"
"253","5.393353","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:405::200e","TLSv1.3","113","Application Data"
"254","5.396386","192.168.1.64","142.251.209.34","QUIC","75","Protected Payload (KP0), DCID=6e20d06ead03931a"
"255","5.410452","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23317 [ACK] Seq=9208 Ack=1494 Win=68352 Len=0"
"256","5.417582","2a00:1450:4002:405::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23317 [ACK] Seq=9208 Ack=1533 Win=68352 Len=0"
"257","5.429033","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","336","Application Data"
"258","5.429280","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","1271","Application Data"
"259","5.429280","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","105","Application Data"
"260","5.429280","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TLSv1.2","113","Application Data"
"261","5.429455","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TCP","74","23248  >  443 [ACK] Seq=17127 Ack=3500 Win=2058 Len=0"
"262","5.431797","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::200e","TLSv1.2","113","Application Data"
"263","5.450587","2a00:1450:4002:402::200e","2001:b07:ae5:604b:605a:732d:3322:5c15","TCP","74","443  >  23248 [ACK] Seq=3500 Ack=17166 Win=1990 Len=0"
"264","8.191179","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","1292","Initial, DCID=6f3ae51841094cfe, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PING, CRYPTO, CRYPTO, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING"
"265","8.191751","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","139","0-RTT, DCID=6f3ae51841094cfe"
"266","8.196041","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2003","QUIC","1292","Initial, DCID=ca9186caf73fab53, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING"
"267","8.196500","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2003","QUIC","135","0-RTT, DCID=ca9186caf73fab53"
"268","8.197767","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","1288","0-RTT, DCID=6f3ae51841094cfe"
"269","8.197869","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","1129","0-RTT, DCID=6f3ae51841094cfe"
"270","8.225768","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"271","8.225768","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","831","Protected Payload (KP0)"
"272","8.226602","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","140","Handshake, DCID=6f3ae51841094cfe"
"273","8.226844","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"274","8.227228","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","338","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"275","8.227431","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","151","Protected Payload (KP0)"
"276","8.227431","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"277","8.233843","2a00:1450:4002:402::2003","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"278","8.233843","2a00:1450:4002:402::2003","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","819","Protected Payload (KP0)"
"279","8.233843","2a00:1450:4002:402::2003","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","171","Protected Payload (KP0)"
"280","8.234557","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2003","QUIC","140","Handshake, DCID=ca9186caf73fab53"
"281","8.234742","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2003","QUIC","95","Protected Payload (KP0), DCID=ca9186caf73fab53"
"282","8.243469","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","182","Protected Payload (KP0)"
"283","8.243469","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"284","8.243829","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"285","8.246172","2a00:1450:4002:402::2003","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"286","8.246172","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"287","8.246172","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"288","8.246684","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"289","8.254115","2a00:1450:4002:402::2003","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","182","Protected Payload (KP0)"
"290","8.254481","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:402::2003","QUIC","95","Protected Payload (KP0), DCID=ca9186caf73fab53"
"291","8.285767","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","319","Protected Payload (KP0)"
"292","8.285767","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"293","8.286318","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","97","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"294","8.312622","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"295","8.327270","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","89","Protected Payload (KP0)"
"296","8.327619","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"297","8.370309","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1288","Protected Payload (KP0)"
"298","8.370309","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"299","8.370586","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","99","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"300","8.370709","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"301","8.371084","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"302","8.371084","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"303","8.371084","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"304","8.371176","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"305","8.371252","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"306","8.371547","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","202","Protected Payload (KP0)"
"307","8.371629","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","149","Protected Payload (KP0)"
"308","8.371819","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"309","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1287","Protected Payload (KP0)"
"310","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"311","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"312","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"313","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"314","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"315","8.373723","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"316","8.373970","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"317","8.374054","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"318","8.374106","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"319","8.374158","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"320","8.374204","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"321","8.374603","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"322","8.375617","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"323","8.375617","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1161","Protected Payload (KP0)"
"324","8.375793","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"325","8.402367","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","96","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"326","8.412410","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","87","Protected Payload (KP0)"
"327","8.625175","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"328","8.658896","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1285","Protected Payload (KP0)"
"329","8.658896","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1187","Protected Payload (KP0)"
"330","8.659189","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"331","8.666782","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1155","Protected Payload (KP0)"
"332","8.666782","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1238","Protected Payload (KP0)"
"333","8.667055","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"334","8.667824","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1285","Protected Payload (KP0)"
"335","8.667824","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"336","8.668038","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"337","8.668082","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1150","Protected Payload (KP0)"
"338","8.669824","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1285","Protected Payload (KP0)"
"339","8.669824","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"340","8.669967","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"341","8.670685","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"342","8.670685","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"343","8.670685","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"344","8.670808","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"345","8.670906","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"346","8.671348","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"347","8.671348","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"348","8.671480","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"349","8.671803","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"350","8.671803","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"351","8.671803","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","556","Protected Payload (KP0)"
"352","8.671950","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"353","8.686213","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1074","Protected Payload (KP0)"
"354","8.686482","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"355","8.686595","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1285","Protected Payload (KP0)"
"356","8.687096","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","740","Protected Payload (KP0)"
"357","8.687189","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"358","8.691503","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1285","Protected Payload (KP0)"
"359","8.691503","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"360","8.691654","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"361","8.691854","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"362","8.691854","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"363","8.691921","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
"364","8.694228","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"365","8.694228","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"366","8.694228","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"367","8.694228","2a00:1450:4002:809::2004","2001:b07:ae5:604b:605a:732d:3322:5c15","QUIC","1292","Protected Payload (KP0)"
"368","8.694909","2001:b07:ae5:604b:605a:732d:3322:5c15","2a00:1450:4002:809::2004","QUIC","95","Protected Payload (KP0), DCID=6f3ae51841094cfe"
